"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_001MA","B05012_001EA","B05012_002E","B05012_002M","B05012_002MA","B05012_002EA","B05012_003E","B05012_003M","B05012_003MA","B05012_003EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Native","Margin of Error!!Total!!Native","Annotation of Margin of Error!!Total!!Native","Annotation of Estimate!!Total!!Native","Estimate!!Total!!Foreign-Born","Margin of Error!!Total!!Foreign-Born","Annotation of Margin of Error!!Total!!Foreign-Born","Annotation of Estimate!!Total!!Foreign-Born",
"0500000US48291","Liberty County, Texas","79884","*****","*****","null","73886","521","null","null","5998","521","null","null",
"0500000US48293","Limestone County, Texas","23480","*****","*****","null","21261","292","null","null","2219","292","null","null",
"0500000US48295","Lipscomb County, Texas","3495","*****","*****","null","3091","86","null","null","404","86","null","null",
"0500000US48297","Live Oak County, Texas","12043","*****","*****","null","11177","229","null","null","866","229","null","null",
"0500000US48299","Llano County, Texas","20195","*****","*****","null","19443","245","null","null","752","245","null","null",
"0500000US48301","Loving County, Texas","74","33","null","null","66","32","null","null","8","12","null","null",
"0500000US48303","Lubbock County, Texas","298042","*****","*****","null","280607","1171","null","null","17435","1171","null","null",
"0500000US48305","Lynn County, Texas","5785","*****","*****","null","5399","102","null","null","386","102","null","null",
"0500000US48307","McCulloch County, Texas","8145","*****","*****","null","7742","130","null","null","403","130","null","null",
"0500000US48309","McLennan County, Texas","245720","*****","*****","null","223986","1255","null","null","21734","1255","null","null",
"0500000US48311","McMullen County, Texas","600","182","null","null","576","177","null","null","24","22","null","null",
"0500000US48313","Madison County, Texas","13979","*****","*****","null","12877","213","null","null","1102","213","null","null",
"0500000US48315","Marion County, Texas","10140","*****","*****","null","10020","68","null","null","120","68","null","null",
"0500000US48317","Martin County, Texas","5547","*****","*****","null","5136","160","null","null","411","160","null","null",
"0500000US48319","Mason County, Texas","4122","*****","*****","null","3750","161","null","null","372","161","null","null",
"0500000US48321","Matagorda County, Texas","36744","*****","*****","null","33166","489","null","null","3578","489","null","null",
"0500000US48323","Maverick County, Texas","57471","*****","*****","null","39044","1179","null","null","18427","1179","null","null",
"0500000US48325","Medina County, Texas","48548","*****","*****","null","45973","480","null","null","2575","480","null","null",
"0500000US48327","Menard County, Texas","2123","*****","*****","null","1996","71","null","null","127","71","null","null",
"0500000US48329","Midland County, Texas","159883","*****","*****","null","140114","1531","null","null","19769","1531","null","null",
"0500000US48331","Milam County, Texas","24479","*****","*****","null","23481","263","null","null","998","263","null","null",
"0500000US48333","Mills County, Texas","4887","*****","*****","null","4563","104","null","null","324","104","null","null",
"0500000US48335","Mitchell County, Texas","8774","*****","*****","null","8286","170","null","null","488","170","null","null",
"0500000US48337","Montague County, Texas","19406","*****","*****","null","18339","271","null","null","1067","271","null","null",
"0500000US48339","Montgomery County, Texas","535187","*****","*****","null","465462","2514","null","null","69725","2514","null","null",
"0500000US48341","Moore County, Texas","22016","*****","*****","null","16320","528","null","null","5696","528","null","null",
"0500000US48343","Morris County, Texas","12530","*****","*****","null","12075","108","null","null","455","108","null","null",
"0500000US48345","Motley County, Texas","1114","108","null","null","1114","108","null","null","0","13","null","null",
"0500000US48347","Nacogdoches County, Texas","65411","*****","*****","null","59575","553","null","null","5836","553","null","null",
"0500000US48349","Navarro County, Texas","48239","*****","*****","null","42402","362","null","null","5837","362","null","null",
"0500000US48351","Newton County, Texas","14187","*****","*****","null","14039","105","null","null","148","105","null","null",
"0500000US48353","Nolan County, Texas","14990","*****","*****","null","14308","253","null","null","682","253","null","null",
"0500000US48355","Nueces County, Texas","358484","*****","*****","null","328685","1574","null","null","29799","1574","null","null",
"0500000US48357","Ochiltree County, Texas","10484","*****","*****","null","8446","254","null","null","2038","254","null","null",
"0500000US48359","Oldham County, Texas","2083","*****","*****","null","2042","27","null","null","41","27","null","null",
"0500000US48361","Orange County, Texas","83909","*****","*****","null","81546","312","null","null","2363","312","null","null",
"0500000US48363","Palo Pinto County, Texas","28109","*****","*****","null","26132","290","null","null","1977","290","null","null",
"0500000US48365","Panola County, Texas","23574","*****","*****","null","22608","123","null","null","966","123","null","null",
"0500000US48367","Parker County, Texas","125963","*****","*****","null","119841","662","null","null","6122","662","null","null",
"0500000US48369","Parmer County, Texas","9871","*****","*****","null","7837","304","null","null","2034","304","null","null",
"0500000US48371","Pecos County, Texas","15804","*****","*****","null","13350","410","null","null","2454","410","null","null",
"0500000US48373","Polk County, Texas","46974","*****","*****","null","43776","371","null","null","3198","371","null","null",
"0500000US48375","Potter County, Texas","121230","*****","*****","null","102190","1085","null","null","19040","1085","null","null",
"0500000US48377","Presidio County, Texas","7191","*****","*****","null","4412","331","null","null","2779","331","null","null",
"0500000US48379","Rains County, Texas","11246","*****","*****","null","10848","125","null","null","398","125","null","null",
"0500000US48381","Randall County, Texas","130552","*****","*****","null","124020","776","null","null","6532","776","null","null",
"0500000US48383","Reagan County, Texas","3735","*****","*****","null","2824","181","null","null","911","181","null","null",
"0500000US48385","Real County, Texas","3358","*****","*****","null","3222","104","null","null","136","104","null","null",
"0500000US48387","Red River County, Texas","12353","*****","*****","null","12083","79","null","null","270","79","null","null",
"0500000US48389","Reeves County, Texas","14791","*****","*****","null","11696","339","null","null","3095","339","null","null",
"0500000US48391","Refugio County, Texas","7293","*****","*****","null","7126","73","null","null","167","73","null","null",
"0500000US48393","Roberts County, Texas","889","117","null","null","864","111","null","null","25","22","null","null",
"0500000US48395","Robertson County, Texas","16727","*****","*****","null","15587","264","null","null","1140","264","null","null",
"0500000US48397","Rockwall County, Texas","90414","*****","*****","null","82311","816","null","null","8103","816","null","null",
"0500000US48399","Runnels County, Texas","10266","*****","*****","null","9875","97","null","null","391","97","null","null",
"0500000US48401","Rusk County, Texas","53026","*****","*****","null","49339","297","null","null","3687","297","null","null",
"0500000US48403","Sabine County, Texas","10429","*****","*****","null","10325","66","null","null","104","66","null","null",
"0500000US48405","San Augustine County, Texas","8403","*****","*****","null","8160","103","null","null","243","103","null","null",
"0500000US48407","San Jacinto County, Texas","27436","*****","*****","null","26330","259","null","null","1106","259","null","null",
"0500000US48409","San Patricio County, Texas","66867","*****","*****","null","62698","615","null","null","4169","615","null","null",
"0500000US48411","San Saba County, Texas","5851","*****","*****","null","5153","131","null","null","698","131","null","null",
"0500000US48413","Schleicher County, Texas","3122","*****","*****","null","2657","120","null","null","465","120","null","null",
"0500000US48415","Scurry County, Texas","17346","*****","*****","null","16363","345","null","null","983","345","null","null",
"0500000US48417","Shackelford County, Texas","3348","*****","*****","null","3266","46","null","null","82","46","null","null",
"0500000US48419","Shelby County, Texas","25689","*****","*****","null","23467","278","null","null","2222","278","null","null",
"0500000US48421","Sherman County, Texas","3067","*****","*****","null","2489","94","null","null","578","94","null","null",
"0500000US48423","Smith County, Texas","222277","*****","*****","null","203823","1099","null","null","18454","1099","null","null",
"0500000US48425","Somervell County, Texas","8650","*****","*****","null","8302","131","null","null","348","131","null","null",
"0500000US48427","Starr County, Texas","63420","*****","*****","null","43506","1047","null","null","19914","1047","null","null",
"0500000US48429","Stephens County, Texas","9365","*****","*****","null","8706","208","null","null","659","208","null","null",
"0500000US48431","Sterling County, Texas","1139","158","null","null","1062","158","null","null","77","49","null","null",
"0500000US48433","Stonewall County, Texas","1084","190","null","null","1064","182","null","null","20","25","null","null",
"0500000US48435","Sutton County, Texas","3894","*****","*****","null","3485","132","null","null","409","132","null","null",
"0500000US48437","Swisher County, Texas","7541","*****","*****","null","6899","214","null","null","642","214","null","null",
"0500000US48439","Tarrant County, Texas","1983675","*****","*****","null","1665433","5066","null","null","318242","5066","null","null",
"0500000US48441","Taylor County, Texas","135371","*****","*****","null","127740","815","null","null","7631","815","null","null",
"0500000US48443","Terrell County, Texas","721","144","null","null","696","140","null","null","25","24","null","null",
"0500000US48445","Terry County, Texas","12755","*****","*****","null","11650","284","null","null","1105","284","null","null",
"0500000US48447","Throckmorton County, Texas","1541","142","null","null","1518","139","null","null","23","19","null","null",
"0500000US48449","Titus County, Texas","32664","*****","*****","null","26387","360","null","null","6277","360","null","null",
"0500000US48451","Tom Green County, Texas","116906","*****","*****","null","109280","762","null","null","7626","762","null","null",
"0500000US48453","Travis County, Texas","1176584","*****","*****","null","967620","3784","null","null","208964","3784","null","null",
"0500000US48455","Trinity County, Texas","14481","*****","*****","null","13872","135","null","null","609","135","null","null",
"0500000US48457","Tyler County, Texas","21456","*****","*****","null","21009","132","null","null","447","132","null","null",
"0500000US48459","Upshur County, Texas","40506","*****","*****","null","39243","220","null","null","1263","220","null","null",
"0500000US48461","Upton County, Texas","3575","*****","*****","null","3227","77","null","null","348","77","null","null",
"0500000US48463","Uvalde County, Texas","27015","*****","*****","null","23546","627","null","null","3469","627","null","null",
"0500000US48465","Val Verde County, Texas","48976","*****","*****","null","38092","694","null","null","10884","694","null","null",
"0500000US48467","Van Zandt County, Texas","53607","*****","*****","null","50912","595","null","null","2695","595","null","null",
"0500000US48469","Victoria County, Texas","91518","*****","*****","null","85451","750","null","null","6067","750","null","null",
"0500000US48471","Walker County, Texas","70818","*****","*****","null","65139","661","null","null","5679","661","null","null",
"0500000US48473","Waller County, Texas","48443","*****","*****","null","41292","643","null","null","7151","643","null","null",
"0500000US48475","Ward County, Texas","11498","*****","*****","null","10574","225","null","null","924","225","null","null",
"0500000US48477","Washington County, Texas","34667","*****","*****","null","31460","500","null","null","3207","500","null","null",
"0500000US48479","Webb County, Texas","269624","*****","*****","null","197665","1827","null","null","71959","1827","null","null",
"0500000US48481","Wharton County, Texas","41430","*****","*****","null","37868","448","null","null","3562","448","null","null",
"0500000US48483","Wheeler County, Texas","5599","*****","*****","null","5144","96","null","null","455","96","null","null",
"0500000US48485","Wichita County, Texas","131778","*****","*****","null","122547","820","null","null","9231","820","null","null",
"0500000US48487","Wilbarger County, Texas","12972","*****","*****","null","12422","167","null","null","550","167","null","null",
"0500000US48489","Willacy County, Texas","21839","*****","*****","null","17990","521","null","null","3849","521","null","null",
"0500000US48491","Williamson County, Texas","508313","*****","*****","null","448343","2100","null","null","59970","2100","null","null",
"0500000US48493","Wilson County, Texas","47205","*****","*****","null","45007","386","null","null","2198","386","null","null",
"0500000US48495","Winkler County, Texas","7777","*****","*****","null","6671","291","null","null","1106","291","null","null",
"0500000US48497","Wise County, Texas","63247","*****","*****","null","58508","581","null","null","4739","581","null","null",
"0500000US48499","Wood County, Texas","43315","*****","*****","null","41967","276","null","null","1348","276","null","null",
"0500000US48501","Yoakum County, Texas","8481","*****","*****","null","6612","430","null","null","1869","430","null","null",
"0500000US48503","Young County, Texas","18166","*****","*****","null","17237","224","null","null","929","224","null","null",
"0500000US48505","Zapata County, Texas","14415","*****","*****","null","10485","604","null","null","3930","604","null","null",
"0500000US48507","Zavala County, Texas","12152","*****","*****","null","11263","279","null","null","889","279","null","null",
"0500000US49001","Beaver County, Utah","6414","*****","*****","null","6067","80","null","null","347","80","null","null",
"0500000US49003","Box Elder County, Utah","52182","*****","*****","null","50474","251","null","null","1708","251","null","null",
"0500000US49005","Cache County, Utah","120288","*****","*****","null","112106","598","null","null","8182","598","null","null",
"0500000US49007","Carbon County, Utah","20512","*****","*****","null","19931","149","null","null","581","149","null","null",
"0500000US49009","Daggett County, Utah","702","154","null","null","682","151","null","null","20","17","null","null",
"0500000US49011","Davis County, Utah","334977","*****","*****","null","319366","960","null","null","15611","960","null","null",
"0500000US49013","Duchesne County, Utah","20259","*****","*****","null","19594","88","null","null","665","88","null","null",
"0500000US49015","Emery County, Utah","10410","*****","*****","null","10234","67","null","null","176","67","null","null",
"0500000US49017","Garfield County, Utah","5020","*****","*****","null","4857","88","null","null","163","88","null","null",
"0500000US49019","Grand County, Utah","9544","*****","*****","null","9049","198","null","null","495","198","null","null",
"0500000US49021","Iron County, Utah","48504","*****","*****","null","46814","295","null","null","1690","295","null","null",
"0500000US49023","Juab County, Utah","10694","*****","*****","null","10475","71","null","null","219","71","null","null",
"0500000US49025","Kane County, Utah","7246","*****","*****","null","7062","97","null","null","184","97","null","null",
"0500000US49027","Millard County, Utah","12651","*****","*****","null","11588","86","null","null","1063","86","null","null",
"0500000US49029","Morgan County, Utah","11014","*****","*****","null","10750","94","null","null","264","94","null","null",
"0500000US49031","Piute County, Utah","1860","154","null","null","1846","149","null","null","14","24","null","null",
"0500000US49033","Rich County, Utah","2307","*****","*****","null","2285","32","null","null","22","32","null","null",
"0500000US49035","Salt Lake County, Utah","1106700","*****","*****","null","969317","3253","null","null","137383","3253","null","null",
"0500000US49037","San Juan County, Utah","15193","*****","*****","null","14975","89","null","null","218","89","null","null",
"0500000US49039","Sanpete County, Utah","28892","*****","*****","null","27651","164","null","null","1241","164","null","null",
"0500000US49041","Sevier County, Utah","20961","*****","*****","null","20537","88","null","null","424","88","null","null",
"0500000US49043","Summit County, Utah","39731","*****","*****","null","35740","305","null","null","3991","305","null","null",
"0500000US49045","Tooele County, Utah","63357","*****","*****","null","60812","483","null","null","2545","483","null","null",
"0500000US49047","Uintah County, Utah","36343","*****","*****","null","35453","259","null","null","890","259","null","null",
"0500000US49049","Utah County, Utah","576496","*****","*****","null","534792","1115","null","null","41704","1115","null","null",
"0500000US49051","Wasatch County, Utah","29306","*****","*****","null","27049","318","null","null","2257","318","null","null",
"0500000US49053","Washington County, Utah","155577","*****","*****","null","146534","691","null","null","9043","691","null","null",
"0500000US49055","Wayne County, Utah","2700","*****","*****","null","2589","44","null","null","111","44","null","null",
"0500000US49057","Weber County, Utah","244101","*****","*****","null","227154","1072","null","null","16947","1072","null","null",
"0500000US50001","Addison County, Vermont","36825","*****","*****","null","35279","157","null","null","1546","157","null","null",
"0500000US50003","Bennington County, Vermont","36054","*****","*****","null","35001","185","null","null","1053","185","null","null",
"0500000US50005","Caledonia County, Vermont","30576","*****","*****","null","30059","95","null","null","517","95","null","null",
"0500000US50007","Chittenden County, Vermont","160985","*****","*****","null","146815","934","null","null","14170","934","null","null",
"0500000US50009","Essex County, Vermont","6203","*****","*****","null","6009","37","null","null","194","37","null","null",
"0500000US50011","Franklin County, Vermont","48816","*****","*****","null","47396","205","null","null","1420","205","null","null",
"0500000US50013","Grand Isle County, Vermont","6950","*****","*****","null","6688","53","null","null","262","53","null","null",
"0500000US50015","Lamoille County, Vermont","25191","*****","*****","null","24530","175","null","null","661","175","null","null",
"0500000US50017","Orange County, Vermont","28901","*****","*****","null","28345","104","null","null","556","104","null","null",
"0500000US50019","Orleans County, Vermont","26951","*****","*****","null","25877","141","null","null","1074","141","null","null",
"0500000US50021","Rutland County, Vermont","59676","*****","*****","null","58092","238","null","null","1584","238","null","null",
"0500000US50023","Washington County, Vermont","58691","*****","*****","null","56834","298","null","null","1857","298","null","null",
"0500000US50025","Windham County, Vermont","43332","*****","*****","null","41907","165","null","null","1425","165","null","null",
"0500000US50027","Windsor County, Vermont","55485","*****","*****","null","53591","316","null","null","1894","316","null","null",
"0500000US51001","Accomack County, Virginia","32840","*****","*****","null","30532","386","null","null","2308","386","null","null",
"0500000US51003","Albemarle County, Virginia","105105","*****","*****","null","94395","713","null","null","10710","713","null","null",
"0500000US51005","Alleghany County, Virginia","15489","*****","*****","null","15294","73","null","null","195","73","null","null",
"0500000US51007","Amelia County, Virginia","12802","*****","*****","null","12670","116","null","null","132","116","null","null",
"0500000US51009","Amherst County, Virginia","31819","*****","*****","null","31273","117","null","null","546","117","null","null",
"0500000US51011","Appomattox County, Virginia","15462","*****","*****","null","15281","87","null","null","181","87","null","null",
"0500000US51013","Arlington County, Virginia","229534","*****","*****","null","176931","1519","null","null","52603","1519","null","null",
"0500000US51015","Augusta County, Virginia","74390","*****","*****","null","72832","277","null","null","1558","277","null","null",
"0500000US51017","Bath County, Virginia","4458","*****","*****","null","4251","142","null","null","207","142","null","null",
"0500000US51019","Bedford County, Virginia","77319","*****","*****","null","75405","267","null","null","1914","267","null","null",
"0500000US51021","Bland County, Virginia","6524","*****","*****","null","6478","80","null","null","46","80","null","null",
"0500000US51023","Botetourt County, Virginia","33149","*****","*****","null","32148","265","null","null","1001","265","null","null",
"0500000US51025","Brunswick County, Virginia","16435","*****","*****","null","16151","133","null","null","284","133","null","null",
"0500000US51027","Buchanan County, Virginia","22611","*****","*****","null","22287","106","null","null","324","106","null","null",
"0500000US51029","Buckingham County, Virginia","17048","*****","*****","null","16795","82","null","null","253","82","null","null",
"0500000US51031","Campbell County, Virginia","55158","*****","*****","null","53773","222","null","null","1385","222","null","null",
"0500000US51033","Caroline County, Virginia","29889","*****","*****","null","29016","196","null","null","873","196","null","null",
"0500000US51035","Carroll County, Virginia","29767","*****","*****","null","29155","146","null","null","612","146","null","null",
"0500000US51036","Charles City County, Virginia","7022","*****","*****","null","6886","33","null","null","136","33","null","null",
"0500000US51037","Charlotte County, Virginia","12176","*****","*****","null","12015","125","null","null","161","125","null","null",
"0500000US51041","Chesterfield County, Virginia","335594","*****","*****","null","309131","1017","null","null","26463","1017","null","null",
"0500000US51043","Clarke County, Virginia","14331","*****","*****","null","13743","137","null","null","588","137","null","null",
"0500000US51045","Craig County, Virginia","5131","*****","*****","null","5130","2","null","null","1","2","null","null",
"0500000US51047","Culpeper County, Virginia","49795","*****","*****","null","45994","557","null","null","3801","557","null","null",
"0500000US51049","Cumberland County, Virginia","9797","*****","*****","null","9692","99","null","null","105","99","null","null",
"0500000US51051","Dickenson County, Virginia","15181","*****","*****","null","15109","57","null","null","72","57","null","null",
"0500000US51053","Dinwiddie County, Virginia","28033","*****","*****","null","27213","229","null","null","820","229","null","null",
"0500000US51057","Essex County, Virginia","11083","*****","*****","null","10907","96","null","null","176","96","null","null",
"0500000US51059","Fairfax County, Virginia","1142004","*****","*****","null","788628","3358","null","null","353376","3358","null","null",
"0500000US51061","Fauquier County, Virginia","68406","*****","*****","null","64096","384","null","null","4310","384","null","null",
"0500000US51063","Floyd County, Virginia","15594","*****","*****","null","15168","98","null","null","426","98","null","null",
"0500000US51065","Fluvanna County, Virginia","26109","*****","*****","null","25367","193","null","null","742","193","null","null",
"0500000US51067","Franklin County, Virginia","56277","*****","*****","null","55171","193","null","null","1106","193","null","null",
"0500000US51069","Frederick County, Virginia","83784","*****","*****","null","78667","410","null","null","5117","410","null","null",
"0500000US51071","Giles County, Virginia","16867","*****","*****","null","16659","83","null","null","208","83","null","null",
"0500000US51073","Gloucester County, Virginia","37035","*****","*****","null","36129","182","null","null","906","182","null","null",
"0500000US51075","Goochland County, Virginia","22148","*****","*****","null","21220","195","null","null","928","195","null","null",
"0500000US51077","Grayson County, Virginia","15708","*****","*****","null","15410","83","null","null","298","83","null","null",
"0500000US51079","Greene County, Virginia","19213","*****","*****","null","18355","137","null","null","858","137","null","null",
"0500000US51081","Greensville County, Virginia","11606","*****","*****","null","11295","161","null","null","311","161","null","null",
"0500000US51083","Halifax County, Virginia","35030","*****","*****","null","34448","106","null","null","582","106","null","null",
"0500000US51085","Hanover County, Virginia","103218","*****","*****","null","99420","473","null","null","3798","473","null","null",
"0500000US51087","Henrico County, Virginia","324073","*****","*****","null","284428","1724","null","null","39645","1724","null","null",
"0500000US51089","Henry County, Virginia","51956","*****","*****","null","50323","199","null","null","1633","199","null","null",
"0500000US51091","Highland County, Virginia","2213","*****","*****","null","2203","10","null","null","10","10","null","null",
"0500000US51093","Isle of Wight County, Virginia","36090","*****","*****","null","35432","147","null","null","658","147","null","null",
"0500000US51095","James City County, Virginia","73028","*****","*****","null","68574","524","null","null","4454","524","null","null",
"0500000US51097","King and Queen County, Virginia","7052","*****","*****","null","6899","100","null","null","153","100","null","null",
"0500000US51099","King George County, Virginia","25564","*****","*****","null","24903","174","null","null","661","174","null","null",
"0500000US51101","King William County, Virginia","16329","*****","*****","null","16071","63","null","null","258","63","null","null",
"0500000US51103","Lancaster County, Virginia","10848","*****","*****","null","10570","110","null","null","278","110","null","null",
"0500000US51105","Lee County, Virginia","24428","*****","*****","null","24166","143","null","null","262","143","null","null",
"0500000US51107","Loudoun County, Virginia","374558","*****","*****","null","285109","1810","null","null","89449","1810","null","null",
"0500000US51109","Louisa County, Virginia","34813","*****","*****","null","33726","250","null","null","1087","250","null","null",
"0500000US51111","Lunenburg County, Virginia","12369","*****","*****","null","11739","226","null","null","630","226","null","null",
"0500000US51113","Madison County, Virginia","13108","*****","*****","null","12855","170","null","null","253","170","null","null",
"0500000US51115","Mathews County, Virginia","8830","*****","*****","null","8735","132","null","null","95","132","null","null",
"0500000US51117","Mecklenburg County, Virginia","30959","*****","*****","null","30596","163","null","null","363","163","null","null",
"0500000US51119","Middlesex County, Virginia","10710","*****","*****","null","10587","63","null","null","123","63","null","null",
"0500000US51121","Montgomery County, Virginia","97692","*****","*****","null","89812","723","null","null","7880","723","null","null",
"0500000US51125","Nelson County, Virginia","14863","*****","*****","null","14296","184","null","null","567","184","null","null",
"0500000US51127","New Kent County, Virginia","20523","*****","*****","null","19909","195","null","null","614","195","null","null",
"0500000US51131","Northampton County, Virginia","11998","*****","*****","null","11327","87","null","null","671","87","null","null",
"0500000US51133","Northumberland County, Virginia","12254","*****","*****","null","12074","124","null","null","180","124","null","null",
"0500000US51135","Nottoway County, Virginia","15537","*****","*****","null","14811","304","null","null","726","304","null","null",
"0500000US51137","Orange County, Virginia","35265","*****","*****","null","33381","349","null","null","1884","349","null","null",
"0500000US51139","Page County, Virginia","23694","*****","*****","null","23294","122","null","null","400","122","null","null",
"0500000US51141","Patrick County, Virginia","17958","*****","*****","null","17618","122","null","null","340","122","null","null",
"0500000US51143","Pittsylvania County, Virginia","61970","*****","*****","null","60656","225","null","null","1314","225","null","null",
"0500000US51145","Powhatan County, Virginia","28364","*****","*****","null","27614","193","null","null","750","193","null","null",
"0500000US51147","Prince Edward County, Virginia","22903","*****","*****","null","21909","505","null","null","994","505","null","null",
"0500000US51149","Prince George County, Virginia","37704","*****","*****","null","36126","319","null","null","1578","319","null","null",
"0500000US51153","Prince William County, Virginia","450763","*****","*****","null","345282","2687","null","null","105481","2687","null","null",
"0500000US51155","Pulaski County, Virginia","34330","*****","*****","null","33747","125","null","null","583","125","null","null",
"0500000US51157","Rappahannock County, Virginia","7359","*****","*****","null","7047","125","null","null","312","125","null","null",
"0500000US51159","Richmond County, Virginia","8873","*****","*****","null","8296","165","null","null","577","165","null","null",
"0500000US51161","Roanoke County, Virginia","93419","*****","*****","null","88290","574","null","null","5129","574","null","null",
"0500000US51163","Rockbridge County, Virginia","22440","*****","*****","null","21965","163","null","null","475","163","null","null",
"0500000US51165","Rockingham County, Virginia","78653","*****","*****","null","74331","483","null","null","4322","483","null","null",
"0500000US51167","Russell County, Virginia","27725","*****","*****","null","27457","134","null","null","268","134","null","null",
"0500000US51169","Scott County, Virginia","22290","*****","*****","null","22070","84","null","null","220","84","null","null",
"0500000US51171","Shenandoah County, Virginia","42854","*****","*****","null","40797","240","null","null","2057","240","null","null",
"0500000US51173","Smyth County, Virginia","31298","*****","*****","null","30821","147","null","null","477","147","null","null",
"0500000US51175","Southampton County, Virginia","18089","*****","*****","null","17975","67","null","null","114","67","null","null",
"0500000US51177","Spotsylvania County, Virginia","130159","*****","*****","null","120818","663","null","null","9341","663","null","null",
"0500000US51179","Stafford County, Virginia","141159","*****","*****","null","128183","906","null","null","12976","906","null","null",
"0500000US51181","Surry County, Virginia","6670","*****","*****","null","6599","47","null","null","71","47","null","null",
"0500000US51183","Sussex County, Virginia","11595","*****","*****","null","11259","94","null","null","336","94","null","null",
"0500000US51185","Tazewell County, Virginia","42689","*****","*****","null","42267","120","null","null","422","120","null","null",
"0500000US51187","Warren County, Virginia","38991","*****","*****","null","37734","268","null","null","1257","268","null","null",
"0500000US51191","Washington County, Virginia","54457","*****","*****","null","53579","145","null","null","878","145","null","null",
"0500000US51193","Westmoreland County, Virginia","17596","*****","*****","null","16925","170","null","null","671","170","null","null",
"0500000US51195","Wise County, Virginia","39539","*****","*****","null","39075","118","null","null","464","118","null","null",
"0500000US51197","Wythe County, Virginia","29048","*****","*****","null","28819","83","null","null","229","83","null","null",
"0500000US51199","York County, Virginia","67196","*****","*****","null","61900","606","null","null","5296","606","null","null",
"0500000US51510","Alexandria city, Virginia","154710","*****","*****","null","110752","1730","null","null","43958","1730","null","null",
"0500000US51520","Bristol city, Virginia","17077","*****","*****","null","16934","84","null","null","143","84","null","null",
"0500000US51530","Buena Vista city, Virginia","6495","*****","*****","null","6458","34","null","null","37","34","null","null",
"0500000US51540","Charlottesville city, Virginia","46487","*****","*****","null","40689","613","null","null","5798","613","null","null",
"0500000US51550","Chesapeake city, Virginia","235410","*****","*****","null","222928","933","null","null","12482","933","null","null",
"0500000US51570","Colonial Heights city, Virginia","17582","*****","*****","null","16310","207","null","null","1272","207","null","null",
"0500000US51580","Covington city, Virginia","5675","*****","*****","null","5483","155","null","null","192","155","null","null",
"0500000US51590","Danville city, Virginia","41911","*****","*****","null","40549","191","null","null","1362","191","null","null",
"0500000US51595","Emporia city, Virginia","5495","*****","*****","null","5358","95","null","null","137","95","null","null",
"0500000US51600","Fairfax city, Virginia","23580","*****","*****","null","16828","403","null","null","6752","403","null","null",
"0500000US51610","Falls Church city, Virginia","13843","*****","*****","null","11341","274","null","null","2502","274","null","null",
"0500000US51620","Franklin city, Virginia","8334","*****","*****","null","8252","73","null","null","82","73","null","null",
"0500000US51630","Fredericksburg city, Virginia","28135","*****","*****","null","25601","527","null","null","2534","527","null","null",
"0500000US51640","Galax city, Virginia","6788","*****","*****","null","6149","255","null","null","639","255","null","null",
"0500000US51650","Hampton city, Virginia","136255","*****","*****","null","129913","518","null","null","6342","518","null","null",
"0500000US51660","Harrisonburg city, Virginia","53064","*****","*****","null","44286","635","null","null","8778","635","null","null",
"0500000US51670","Hopewell city, Virginia","22353","*****","*****","null","21210","316","null","null","1143","316","null","null",
"0500000US51678","Lexington city, Virginia","7113","*****","*****","null","6823","125","null","null","290","125","null","null",
"0500000US51680","Lynchburg city, Virginia","79237","*****","*****","null","74602","575","null","null","4635","575","null","null",
"0500000US51683","Manassas city, Virginia","41379","*****","*****","null","30558","531","null","null","10821","531","null","null",
"0500000US51685","Manassas Park city, Virginia","16117","*****","*****","null","10374","441","null","null","5743","441","null","null",
"0500000US51690","Martinsville city, Virginia","13256","*****","*****","null","12802","165","null","null","454","165","null","null",
"0500000US51700","Newport News city, Virginia","180775","*****","*****","null","167658","882","null","null","13117","882","null","null",
"0500000US51710","Norfolk city, Virginia","245752","*****","*****","null","228119","1085","null","null","17633","1085","null","null",
"0500000US51720","Norton city, Virginia","4043","*****","*****","null","3906","115","null","null","137","115","null","null",
"0500000US51730","Petersburg city, Virginia","32037","*****","*****","null","30881","180","null","null","1156","180","null","null",
"0500000US51735","Poquoson city, Virginia","12022","*****","*****","null","11712","131","null","null","310","131","null","null",
"0500000US51740","Portsmouth city, Virginia","95536","*****","*****","null","92653","391","null","null","2883","391","null","null",
"0500000US51750","Radford city, Virginia","17380","*****","*****","null","16921","187","null","null","459","187","null","null",
"0500000US51760","Richmond city, Virginia","220892","*****","*****","null","206729","812","null","null","14163","812","null","null",
"0500000US51770","Roanoke city, Virginia","99572","*****","*****","null","92033","816","null","null","7539","816","null","null",
"0500000US51775","Salem city, Virginia","25521","*****","*****","null","24949","108","null","null","572","108","null","null",
"0500000US51790","Staunton city, Virginia","24273","*****","*****","null","23553","240","null","null","720","240","null","null",
"0500000US51800","Suffolk city, Virginia","88057","*****","*****","null","84919","375","null","null","3138","375","null","null",
"0500000US51810","Virginia Beach city, Virginia","450057","*****","*****","null","408925","1438","null","null","41132","1438","null","null",
"0500000US51820","Waynesboro city, Virginia","21620","*****","*****","null","20543","348","null","null","1077","348","null","null",
